PrimaryKey#uid#placeOfBirth#mainEntry#FK_placeOfBirthList
1#1002#Egypt#true#1
2#1004#Giza, Egypt#true#2
228#1929#Tuzla, Bosnia-Herzegovina#true#222
229#1932#Omarska, Bosnia-Herzegovina#true#223
230#1935#Lamovita, Bosnia-Herzegovina#true#224
231#1937#Johovac, Bosnia-Herzegovina#true#225
232#1939#Cagust, Bosnia-Herzegovina#true#226
233#1941#Poroj, Macedonia#true#227
234#1944#Foca, Bosnia-Herzegovina#true#228
235#1947#Bor, Serbia and Montenegro#true#229
236#1950#Donja Veceriska, Bosnia-Herzegovina#true#230
237#1952#Iglarevo, Serbia and Montenegro#true#231
238#1954#Sarajevo, Bosnia-Herzegovina#true#232
239#1956#Serbia and Montenegro#true#233
240#1958#Cirkin Pojle, Bosnia-Herzegovina#true#234
241#1960#Belgrade, Serbia and Montenegro#true#235
242#1962#Kruskovo Polje#true#236
243#1964#Sarajevo, Bosnia-Herzegovina#true#237
244#1966#Zabljak, Serbia and Montenegro#true#238
245#1968#Duzice, Bosnia-Herzegovina#true#239
246#1970#Maricka, Bosnia-Herzegovina#true#240
247#1972#Ratkovo, Serbia and Montenegro#true#241
248#1974#Trebica, Bosnia-Herzegovina#true#242
249#1976#Srebrenica, Bosnia-Herzegovina#true#243
250#1980#Bosanska Gradiska, Bosnia-Herzegovina#true#244
251#1982#Dimce, Serbia and Montenegro#true#245
252#1984#Serbia and Montenegro#true#246
253#1986#Cajnice, Bosnia-Herzegovina#true#247
254#1988#Novi Grad, Bosnia-Herzegovina#true#248
255#1994#Rijeka, Bosnia-Herzegovina#true#249
256#1996#Gjakova, Serbia and Montenegro#true#250
257#1998#Durevici, Bosnia-Herzegovina#true#251
258#2000#Brusna, Bosnia-Herzegovina#true#252
259#2003#Urosevac, Serbia and Montenegro#true#253
260#2005#Muhovac, Serbia and Montenegro#true#254
261#2007#Trnjak, Bosnia-Herzegovina#true#255
262#2009#Sarajevo Bosnia-Herzegovina#true#256
263#2012#Balte, Bosnia-Herzegovina#true#257
264#2014#Maslovare, Bosnia-Herzegovina#true#258
265#2016#Brazil#true#259
266#4062#Chuicopa, Sinaloa, Mexico#false#260
267#2023#Sinaloa, Mexico#true#261
268#2027#Sinaloa, Mexico#true#262
269#2029#Kairouan, Tunisia#true#263
270#2031#Abordj El Kiffani, Algeria#true#264
271#2033#Tunis, Tunisia#true#265
272#8969#Naples, Italy#false#265
273#8970#Algeria#false#265
274#2035#Tunis, Tunisia#true#266
275#2037#Kairouan, Tunisia#true#267
276#2039#Roubaix, France#true#268
277#2042#Tabarka, Tunisia#true#269
278#2044#Boulogin, Algeria#true#270
279#2046#Goubellat, Tunisia#true#271
280#4416#Koubellat, Tunisia#false#271
281#2048#Sfax, Tunisia#true#272
282#2049#Sreka, ex-Yugoslavia#false#272
283#2052#Sfax, Tunisia#true#273
284#2054#Beja, Tunisia#true#274
285#2056#Baja, Tunisia#true#275
286#2058#Hekaima Al-Mehdiya, Tunisia#true#276
287#2060#Bologhine, Algeria#true#277
288#2062#Taiz, Yemen#true#278
289#2064#Marrakech, Morocco#true#279
290#2067#al-Awja, near Tikrit, Iraq#true#280
291#2070#Baghdad, Iraq#true#281
292#2074#Baghdad, Iraq#true#282
293#2078#al-Awja, near Tikrit, Iraq#true#283
294#2081#al-Awja, near Tikrit, Iraq#true#284
295#2085#al-Dur, Iraq#true#285
296#2088#al-Awja, near Tikrit, Iraq#true#286
297#2091#An Nasiriyah, Iraq#true#287
298#2095#Babylon, Babil Governorate, Iraq#true#288
299#2098#Tikrit, Iraq#true#289
300#2102#Salah al-Din, Iraq#true#290
301#2108#al-Awja, near Tikrit, Iraq#false#291
302#2110#Ba'qubah or al-Sumayda/Shirqat, Iraq#true#292
303#2115#Ar Ramadi, al-Anbar Governorate, Iraq#true#293
304#2118#Tikrit, Iraq#true#294
305#2121#Tikrit, Iraq#true#295
306#2124#Bayji, Salah al-Din Governorate, Iraq#true#296
307#2127#Ar-Rashidiya suburb of Baghdad, Iraq#true#297
308#2130#Mosul or Baghdad, Iraq#true#298
309#2136#Tikrit, Iraq#true#299
310#2139#al-Samnah, near Tikrit, Iraq#true#300
311#2142#Mandali District, Diyala, Iraq#true#301
312#2145#Sulaymaniyah, Iraq#true#302
313#2148#Mosul or Baghdad, Iraq#true#303
314#2151#Tikrit, Iraq#true#304
315#2154#Mosul, Iraq#true#305
316#2157#Diyala, Iraq#true#306
317#2160#Mosul or Baghdad, Iraq#true#307
318#2163#Rawah, Iraq#true#308
319#2168#Baghdad, Iraq#true#309
320#2171#Baghdad, Iraq#true#310
321#2174#Tikrit, Iraq#true#311
322#2178#al-Anbar Governorate, Iraq#true#312
323#2182#Tikrit, Iraq#true#313
324#2185#Tikrit, Iraq#true#314
325#2188#Tikrit, Iraq#true#315
326#2191#Baghdad, Iraq#true#316
327#2196#Suq ash-Shuyukh District, Dhi-Qar, Iraq#true#317
328#2199#Baghdad, Iraq#true#318
329#2203#ar-Ramadi, Iraq#true#319
330#2208#Baghdad, Iraq#true#320
331#2211#Dujail, Iraq#true#321
332#2216#Kubaisi, al-Anbar Governorate, Iraq#true#322
333#2219#Baghdad, Iraq#true#323
334#2222#al-Dur, Iraq#true#324
335#2226#Tikrit, Iraq#true#325
336#2230#Brnjica, Bosina-Herzegovina#true#326
337#2239#Gaza#true#327
338#2242#Silwad, Ramallah, West Bank (Palestinian Authority)#true#328
339#2244#Yubna, Gaza (Palestinian Authority)#true#329
340#2249#Makassar, South Sulawesi, Indonesia#true#330
341#2256#Tulay, Jolo Sulu, Philippines#true#331
342#2258#Sambi, Boyolali, Java, Indonesia#true#332
343#2266#Kuwait#true#333
344#2271#Indonesia#true#334
345#17623#Makassar, Indonesia#true#335
346#2277#Lanao del Sur, Philippines#true#336
347#2284#Malaysia#true#337
348#2286#Malaysia#true#338
349#2289#Malaysia#true#339
350#2292#Malaysia#true#340
351#2295#Johor, Malaysia#true#341
352#2301#Malaysia#true#342
353#2304#Kelantan, Malaysia#true#343
354#2307#Hashmija, Iraq#true#344
355#2313#Abasan, Gaza Strip#true#345
356#2319#Mehdia, Tiaret, Algeria#true#346
357#2321#Morocco#false#346
358#2325#Beckum, Germany#true#347
359#2371#Ghardaia, Algeria#true#348
360#2373#Tunis, Tunisia#true#349
361#2375#Algiers, Algeria#true#350
362#2381#Menzel Temine, Tunisia#true#351
363#2384#Tunisia#true#352
364#2387#Somalia#true#353
365#2390#Tunisi, Tunisia#true#354
366#2393#El Gharbia, Egypt#true#355
367#2396#Poshok, Iraq#true#356
368#2399#Beja, Tunisia#true#357
369#2405#Karkuk, Iraq#true#358
370#2408#Tunisi, Tunisia#true#359
371#2411#Sfax, Tunisia#true#360
372#2414#Haidra Al-Qasreen, Tunisia#true#361
373#2417#Menzel Temime, Tunisia#true#362
374#2420#Tunisi (Tunisia)#true#363
375#2423#Kef Rih, Algeria#true#364
376#2426#Orahovac, Kosovo#true#365
377#2428#Kuwait#true#366
378#2430#Belgrade, Serbia#true#367
379#2432#Sarajevo, Bosnia-Herzegovina#true#368
380#2434#Sarajevo, Bosnia-Herzegovina#true#369
381#2436#Sviljanac, Bosnia-Herzegovina#true#370
382#2438#Stimlje, Kosovo, Serbia#true#371
383#2440#Bijela Voda, Sokolac Canton, Bosnia-Herzegovina#true#372
384#2442#Sarajevo, Bosnia-Herzegovina#true#373
385#2444#Suho Polje, Doboj, Bosnia-Herzegovina#true#374
386#2446#Kraljevo, Serbia#true#375
387#2448#Sokolac, Serbia#true#376
388#2452#Tanusevci, Macedonia#true#377
389#2454#Tetovo, Macedonia#true#378
390#2458#Caucasia, Antioquia, Colombia#true#379
391#2461#Medellin, Antioquia, Colombia#true#380
392#2471#Monterrey, Casanare, Colombia#true#381
393#2478#Amalfi, Antioquia, Colombia#true#382
394#2483#El Castillo, Meta, Colombia#true#383
395#2488#Aguadas, Caldas, Colombia#true#384
396#2491#Amalfi, Antioquia, Colombia#true#385
397#2493#Sonson, Antioquia, Colombia#true#386
398#2498#Monteria, Cordoba, Colombia#true#387
399#2500#Florencia, Caqueta, Colombia#true#388
400#2526#Yemen#true#389
401#2529#Kirkuk, Iraq#true#390
402#2532#Al-Dur, Iraq#true#391
403#2535#Al-Dur, Iraq#true#392
404#2541#Iraq#true#393
405#2545#Iraq#true#394
406#2554#Iraq#true#395
407#2557#Iraq#true#396
408#2567#Baghdad, Iraq#true#397
409#2570#Al-Awja, near Tikrit, Iraq#true#398
410#2573#Tighennif, Algeria#true#399
411#2577#Algiers Algeria#true#400
412#2579#Annaba, Algeria#true#401
413#2581#Casablanca, Morocco#true#402
414#2583#Rouba, Algeria#true#403
415#2588#Tataouene, Tunisia#true#404
416#2591#Osniers, Algeria#true#405
417#2593#Bab El Aoued, Algeria#true#406
418#2595#Baghdad, Iraq#true#407
419#2598#Heet, Iraq#true#408
420#2602#El Menea, Algeria#true#409
421#2604#Oum el Bouaghi, Algeria#true#410
422#2607#Debila, Algeria#true#411
423#2609#Chrea, Algeria#true#412
424#2622#Mexico#true#413
425#2624#Culiacan, Sinaloa, Mexico#true#414
426#2631#Jamaica#true#415
427#2635#Afghanistan#true#416
428#2637#Jamaica#true#417
429#2639#Mexico#true#418
430#2642#Juanjui, San Martin, Peru#true#419
431#5417#Unaizah, Saudi Arabia#true#420
432#2651#Ogaden Region, Ethiopia#true#421
433#2653#Lebanon#true#422
434#2657#Menzel Bouzelfa, Tunisia#true#423
435#2661#Menzel Temine, Tunisia#true#424
436#4431#Menzel Temime, Tunisia#false#425
437#4433#Rainneen, Tunisia#true#426
438#2667#Sokolac, Bosnia-Herzegovina#true#427
439#2669#SuhoPolje, Bosnia-Herzegovina#true#428
440#2671#Banovici, Bosnia-Herzegovina#true#429
441#5160#Dushanbe, Tajikistan#true#430
442#5161#Kisumu, Kenya#true#431
443#2727#Baghdad, Iraq#true#432
444#2729#Baghdad, Iraq#true#433
445#3927#Cairo, Egypt#true#434
446#3937#Sudan#true#435
447#3939#Sudan#true#436
448#4015#Libya#true#437
449#3941#San Carlos, Antioquia, Colombia#true#438
450#3943#Bogota, Colombia#true#439
451#4017#Cali, Colombia#true#440
452#4019#Cali, Colombia#true#441
453#4027#Tibasosa, Boyaca, Colombia#true#442
454#4077#Isabela, Basilan, Philippines#true#443
455#4080#Zubair, Iraq#true#444
456#4083#Jeddah, Saudi Arabia#true#445
457#4087#Kratine, Vitez#true#446
458#4089#Koznica, Vladicin Han municipality#true#447
459#4093#Gricar#true#448
460#4095#Visegrad municipality, Bosnia and Herzegovina#true#449
461#4148#Kandahar, Afghanistan#true#450
462#4277#Al-Ladhiqiyah, Syria#true#451
463#4150#Colombia#true#452
464#4180#Al-Mowall, Mosul, Iraq#true#453
465#4182#al-Salt, Jordan#true#454
466#4185#Kudus, Central Java, Indonesia#true#455
467#4187#Gebang village, Masaran, Sragen, Central Java, Indonesia#true#456
468#4202#Palmira, Valle, Colombia#true#457
469#4206#La Union, Valle, Colombia#true#458
470#4208#La Union, Valle, Colombia#true#459
471#4216#La Victoria, Valle, Colombia#true#460
472#4222#El Dovio, Valle, Colombia#true#461
473#4224#El Dovio, Valle, Colombia#true#462
474#4259#Al-Owja, Iraq#true#463
475#4262#Baghdad, Iraq#false#463
476#4265#Baghdad, Iraq#false#464
477#4267#Al-Owja, Iraq#false#465
478#4319#Baghdad, Iraq#true#465
479#4320#Baghdad, Iraq#true#466
480#4280#Veracruz, Mexico#true#467
481#4281#Canelas, Durango, Mexico#false#467
482#4287#Chihuahua, Mexico#true#468
483#4292#Chihuahua, Mexico#true#469
484#4301#China#true#470
485#4306#Sinaloa, Mexico#true#471
486#4318#Near Qerdaha, Syria#true#472
487#4314#Italy#true#473
488#4322#Baghdad, Iraq#false#474
489#4327#Sidi Kacem, Morocco#true#475
490#4330#Tunis, Tunisia#true#476
491#4333#Casablanca, Morocco#true#477
492#4336#Villa de Alvarez, Colima, Mexico#true#478
493#4340#Baja California, Mexico#true#479
494#4342#Tijuana, Baja California, Mexico#true#480
495#4369#Mexico City, Mexico#true#481
496#4365#Delicias, Chihuahua, Mexico#true#482
497#4360#Hidalgo del Parral, Chihuahua, Mexico#true#483
498#4356#Hidalgo del Parral, Chihuahua, Mexico#true#484
499#4352#Hidalgo Del Parral, Chihuaua, Mexico#true#485
500#4348#Delicias, Chihuahua, Mexico#true#486
501#4344#Saucillo, Chihuahua, Mexico#true#487
502#4388#Chihuahua, Chihuahua, Mexico#true#488
503#4384#Saucillo, Chihuahua, Mexico#true#489
504#4376#Chihuahua, Chihuahua, Mexico#true#490
505#4437#Tartus, Syria#true#491
506#4473#Baghdad, Iraq#true#492
507#4492#Qaylubiyah, Egypt#true#493
508#4502#Sharqiyah, Egypt#true#494
509#4505#Kafr al-Shaykh#true#495
510#4508#Minya, Egypt#true#496
511#4591#Chaparral, Tolima, Colombia#true#497
512#4584#Garzon, Huila, Colombia#true#498
513#4580#Pital, Huila, Colombia#true#499
514#4576#Cali, Colombia#true#500
515#4577#Buga, Valle, Colombia#false#500
516#4568#Cali, Colombia#true#501
517#4569#Armenia, Quindio, Colombia#false#501
518#4564#Tulua, Valle, Colombia#true#502
519#4565#Armenia, Quindio, Colombia#false#502
520#4560#Roldanillo, Valle, Colombia#true#503
521#4561#Armenia, Quindio, Colombia#false#503
522#4602#Barangay Lanote, Bliss, Isabele, Basilan, the Philippines#true#504
523#4606#Kaunayan, Patikul, Jolo Island, the Philippines#true#505
524#4610#Bulanza, Lantawan, Basilan, the Philippines#true#506
525#4613#Sulaymaniyah, Iraq#true#507
526#4616#Baghdad, Iraq#true#508
527#4620#Arbil, Iraq#true#509
528#4623#Baghdad, Iraq#true#510
529#4627#Kirkuk, Iraq#true#511
530#4639#Baghdad, Iraq#false#512
531#14842#Dayr Az-Zawr, Syria#true#512
532#4646#Libya#true#513
533#4649#Benghazi, Libya#true#514
534#4652#Tripoli, Libya#true#515
535#4655#Tripoli, Libya#true#516
536#4658#Libya#true#517
537#4665#Kutum, North Darfur, Sudan#true#518
538#4671#Jombang, East Java, Indonesia#true#519
539#4673#Cianjur, West Java, Indonesia#true#520
540#4678#Dacusuman Surakarta, Central Java, Indonesia#true#521
541#4679#Pacitan, East Java, Indonesia#true#522
542#4685#Altstatten, SG, Switzerland#true#523
543#4688#Khartoum, Sudan#true#524
544#21061#Jabaliya, Gaza Strip#true#525
545#4790#Sistan Va Baluchistan, Iran#true#526
546#4797#Ratnagiri, Maharashtra, India#true#527
547#4803#Kopys, Vitebsk oblast, Belarus#true#528
548#4804#Borisov, Belarus#true#529
549#4807#Germany#true#530
550#4811#Zdudichi, Gomel' oblast, Belarus#true#531
551#4815#Vitebsk oblast, Belarus#true#532
552#4817#Soltanishka, Voronovskovo, Belarus#true#533
553#4820#Grodno, Belarus#false#533
554#4819#Slutsk, Belarus#true#534
555#4822#Minsk, Belarus#true#535
556#4837#Mogilev, Belarus#true#536
557#5422#Kuwait#true#537
558#4963#Al-Bawgah, Sudan#true#538
559#4960#Albaouga, Sudan#false#538
560#5038#Mexicali, Baja California, Mexico#true#539
561#5042#Tijuana, Baja California, Mexico#true#540
562#5044#Ensenada, Baja California, Mexico#true#541
563#5050#Casimiro Castillo, Jalisco, Mexico#true#542
564#5074#Aguila, Valle#true#543
565#5069#Cartago, Valle, Colombia#true#544
566#5067#Cartago, Valle#true#545
567#5062#La Virginia, Risaralda, Colombia#true#546
568#5056#Pereira, Risaralda, Colombia#true#547
569#5052#El Aguila, Valle, Colombia#true#548
570#5100#Olaqloo Sharbajer Village, al-Sulaymaniyah Governorate, Iraq#true#549
571#5139#Irkutsk, Russia#true#550
572#5146#Bunia, Democratic Republic of the Congo#true#551
573#5149#Goma, Democratic Republic of the Congo#true#552
574#5151#Rutshuru, North Kivu, Democratic Republic of the Congo#true#553
575#5153#Nogoma-Butera, Rwanda#true#554
576#5163#Mousaitbe, Lebanon#true#555
577#5167#Rubtlatine, Lebanon#true#556
578#5168#Beirut, Lebanon#false#556
579#5171#Al-Taybe, Lebanon#true#557
580#5175#Al-Taybe, Lebanon#true#558
581#5199#Khalia, Lebanon#true#559
582#5178#Hermel, Lebanon#true#560
583#5179#Asuncion, Paraguay#true#561
584#5184#Rubtlatine, Lebanon#true#562
585#5189#Taibe, Lebanon#true#563
586#5221#Damascus, Syria#true#564
587#5225#El Fasher, Sudan#true#565
588#5226#Al Fashir, Sudan#false#565
589#5229#Pretoria, South Africa#true#566
590#5237#Kosuta, Minsk district, Belarus#true#567
591#5242#Slutsk, Minsk district, Belarus#true#568
592#39801#Hrodna, Belarus#true#569
593#5249#Votnya, Belarus#true#570
594#5253#Vygonoshchi, Belarus#true#571
595#5257#Onory, Kirov district, Belarus#true#572
596#5263#Ariwara, DRC#true#573
597#5269#Kordofan, Sudan#true#574
598#5274#Medellin, Colombia#true#575
599#5276#Barranquilla, Colombia#true#576
600#5278#San Andres, Colombia#true#577
601#5280#Cali, Colombia#true#578
602#5284#Manzanares, Caldas, Colombia#true#579
603#5286#Barranquilla, Colombia#true#580
604#5288#Medellin, Colombia#true#581
605#5290#Itagui, Antioquia, Colombia#true#582
606#5292#Colombia#true#583
