PrimaryKey#callSign#vesselType#vesselFlag#vesselOwner#grossRegisteredTonnage#tonnage#FK_sdnEntry
1#CL2192#Tug#Cuba#Samir de Navegacion S.A.#212##75
2##General Cargo#Panama##1865#2595#76
3#CL2059#Tug#Cuba##189##77
4#T2EU4#Crude/Oil Products Tanker#Iran##56068#99144#2766
5#9HDQ9#Crude/Oil Products Tanker#Panama##56068#99030#2767
6#T2EM4#Crude/Oil Products Tanker#Panama##56068#99094#2768
7#T2ES4#Crude/Oil Products Tanker#Iran##56068#99144#2769
8#9HDS9#Crude/Oil Products Tanker#Iran##56068#99087#2770
9#EQKF#Landing Craft#Iran##478#640#2771
10#9HEG9#Crude Oil Tanker#Panama##160576#297013#2772
11#5IM 592#Crude Oil Tanker#Panama##164241#319988#2773
12#9HEE9#Crude Oil Tanker#Panama##160576#296803#2774
13#5IM 593#Crude Oil Tanker#Panama##164241#317850#2775
14#9HEU9#Crude Oil Tanker#Panama##160576#299500#2776
15#9HEF9#Crude Oil Tanker#None Identified##160576#299500#2777
16#9HED9#Crude Oil Tanker#Panama##160576#296894#2778
17#T2DM4#Chemical/Products Tanker#Panama##25214#35124#2779
18#T2EJ4#Crude Oil Tanker#Panama##163650#317355#2780
19#T2EQ4#Crude Oil Tanker#Panama##160930#299242#2781
20#5IM 597#Crude Oil Tanker#Panama##163660#317356#2782
21#5IM600#Crude Oil Tanker#Panama##160930#299229#2783
22#T2EG4#Crude Oil Tanker#Panama##163660#317367#2784
23#T2ER4#Crude Oil Tanker#Iran##160930#299214#2785
24#T2DZ4#Crude Oil Tanker#Panama##163660#317356#2786
25#T2EH4#Crude Oil Tanker#Panama##163660#317356#2787
26#5IM 596#Crude Oil Tanker#Panama##163660#317367#2788
27#T2EA4#Crude Oil Tanker#Panama##163660#317367#2789
28#9HEK9#Crude Oil Tanker#Panama##160930#299261#2790
29#9HEJ9#Crude Oil Tanker#Panama##160930#299242#2791
30##Shuttle Tanker#Iran##40800#63000#2792
31##Shuttle Tanker#Iran##40800#63000#2793
32##Shuttle Tanker#Iran##40800#63000#2794
33##Chemical/Products Tanker#Iran##26561#34900#2795
34##Chemical/Products Tanker#Iran##25000#34900#2796
35#9BAC#Chemical/Products Tanker#Panama##25214#35155#2797
36#EQKH#Bunkering Tanker#Iran##478#640#2798
37#T2DS4#Crude Oil Tanker#None Identified##156809#298731#2799
38#T2DR4#Crude Oil Tanker#None Identified##156809#298731#2800
39#T2DP4#Crude Oil Tanker#Panama##156809#298732#2801
40#T2DQ4#Crude Oil Tanker#Panama##156809#298731#2802
41#9HES9#Crude Oil Tanker#Panama##156809#298732#2803
42##Crude Oil Tanker#Panama##165000#318000#2804
43#5IM591#Crude Oil Tanker#Panama##81479#159681#2805
44#EQKG#Landing Craft#Iran##478#640#2806
45#9HNZ9#Crude Oil Tanker#Panama##85462#163870#2807
46#5IM590#Crude Oil Tanker#Panama##81479#159711#2808
