PrimaryKey#program#FK_programList
212#IFSR#1551
213#NPWMD#1551
214#IRGC#1551
215#SDGT#1551
216#IFSR#1574
217#NPWMD#1574
218#IRAQ3#1619
219#IRGC#1619
220#SDGT#1619
221#FTO#1632
222#SDGT#1632
223#FTO#1640
224#SDGT#1640
225#SOMALIA#1640
226#IFSR#1656
227#NPWMD#1656
228#IFSR#1657
229#NPWMD#1657
230#IRAN-CON-ARMS-EO#1657
231#IFSR#1658
232#NPWMD#1658
233#IFSR#1659
234#NPWMD#1659
235#IRGC#1659
236#SDGT#1659
237#IFSR#1660
238#NPWMD#1660
239#IFSR#1661
240#NPWMD#1661
241#IFSR#1662
242#NPWMD#1662
243#IFSR#1663
244#NPWMD#1663
245#SYRIA#1664
246#HRIT-SY#1664
247#SDNTK#1674
248#ILLICIT-DRUGS-EO#1674
249#IFSR#1680
250#NPWMD#1680
251#IFSR#1694
252#NPWMD#1694
253#SDGT#1724
254#CAR#1724
255#IFSR#1729
256#NPWMD#1729
257#IRAQ3#1731
258#SDGT#1731
259#IFSR#1734
260#IRGC#1734
261#SDGT#1734
262#IRAQ3#1734
263#IFSR#1735
264#NPWMD#1735
265#IFSR#1736
266#NPWMD#1736
267#IFSR#1737
268#NPWMD#1737
269#IRAN-TRA#1737
270#IFSR#1740
271#NPWMD#1740
272#IFSR#1741
273#NPWMD#1741
274#IFSR#1802
275#NPWMD#1802
276#IRAN#1804
277#IFCA#1804
278#IFSR#1804
279#SDGT#1804
280#IFSR#1822
281#NPWMD#1822
282#SDNTK#1863
283#TCO#1863
284#ILLICIT-DRUGS-EO#1863
285#SDNTK#1864
286#ILLICIT-DRUGS-EO#1864
287#SDNTK#1865
288#ILLICIT-DRUGS-EO#1865
289#IFSR#1866
290#NPWMD#1866
291#IFSR#1867
292#NPWMD#1867
293#NPWMD#1868
294#IFSR#1868
295#IFSR#1869
296#NPWMD#1869
297#IFSR#1870
298#NPWMD#1870
299#IFSR#1871
300#NPWMD#1871
301#IFSR#1872
302#NPWMD#1872
303#FTO#1876
304#SDGT#1876
305#IRAQ3#1876
306#SDGT#1907
307#FTO#1907
308#ILLICIT-DRUGS-EO#1920
309#SDNTK#1920
310#DPRK2#1951
311#NPWMD#1951
312#IRAN#1965
313#IFSR#1965
314#SDGT#1965
315#IRAN#1967
316#IFSR#1967
317#NPWMD#1967
318#SDGT#1996
319#FTO#1996
320#FTO#2021
321#SDGT#2021
322#IRAQ3#2021
323#IFSR#2022
324#NPWMD#2022
325#IFSR#2035
326#IRGC#2035
327#NPWMD#2035
328#SDGT#2035
329#NPWMD#2036
330#IFSR#2036
331#IRGC#2036
332#SDGT#2036
333#SDGT#2037
334#IFSR#2037
335#IRGC#2037
336#NPWMD#2037
337#IFSR#2038
338#IRGC#2038
339#NPWMD#2038
340#SDGT#2038
341#IFSR#2039
342#IRGC#2039
343#NPWMD#2039
344#SDGT#2039
345#ILLICIT-DRUGS-EO#2108
346#SDNTK#2108
347#ILLICIT-DRUGS-EO#2126
348#SDNTK#2126
349#SDGT#2187
350#SDNTK#2187
351#IFSR#2197
352#NPWMD#2197
353#IFSR#2199
354#IRGC#2199
355#NPWMD#2199
356#SDGT#2199
357#FTO#2199
358#IFSR#2200
359#IRGC#2200
360#NPWMD#2200
361#SDGT#2200
362#IFSR#2201
363#IRGC#2201
364#NPWMD#2201
365#IRAN-HR#2201
366#SDGT#2201
367#IRAN-EO13876#2201
368#IFSR#2202
369#NPWMD#2202
370#IRGC#2202
371#SDGT#2202
372#IFSR#2203
373#NPWMD#2203
374#IRGC#2203
375#SDGT#2203
376#IFSR#2204
377#NPWMD#2204
378#IFSR#2205
379#IRAN-HR#2205
380#NPWMD#2205
381#IRGC#2205
382#SDGT#2205
383#IRAN-HR#2218
384#SDGT#2218
385#HRIT-IR#2218
386#SYRIA#2218
387#IFSR#2218
388#IFSR#2219
389#SDGT#2219
390#IRGC#2219
391#IFSR#2220
392#SDGT#2220
393#IRGC#2220
394#IFSR#2221
395#SDGT#2221
396#IRGC#2221
397#IFSR#2222
398#SDGT#2222
399#SDGT#2224
400#IFSR#2224
401#IFSR#2225
402#IRGC#2225
403#SDGT#2225
404#IFSR#2226
405#SDGT#2226
406#FTO#2259
407#SDGT#2259
408#DPRK#2261
409#DPRK2#2261
410#SYRIA#2272
411#IRAN-HR#2272
412#IRAN-HR#2278
413#IRGC#2278
414#SDGT#2278
415#FTO#2289
416#SDGT#2289
417#IFSR#2353
418#IRGC#2353
419#NPWMD#2353
420#SDGT#2353
421#IRAN#2354
422#NPWMD#2354
423#IFSR#2354
424#SDGT#2354
425#IRGC#2354
426#IFSR#2355
427#NPWMD#2355
428#IRGC#2355
429#SDGT#2355
430#IRAN-EO13876#2355
431#IFSR#2356
432#SDGT#2356
433#NPWMD#2357
434#IFSR#2357
435#IRGC#2357
436#SDGT#2357
437#IFSR#2363
438#NPWMD#2363
439#IFSR#2364
440#NPWMD#2364
441#IFSR#2380
442#NPWMD#2380
443#IFSR#2381
444#NPWMD#2381
445#IFSR#2382
446#NPWMD#2382
447#IFSR#2383
448#NPWMD#2383
449#IFSR#2384
450#NPWMD#2384
451#IFSR#2385
452#NPWMD#2385
453#IFSR#2386
454#NPWMD#2386
455#IFSR#2387
456#NPWMD#2387
457#IFSR#2388
458#NPWMD#2388
459#IFSR#2389
460#NPWMD#2389
461#IFSR#2390
462#NPWMD#2390
463#TCO#2422
464#SDNTK#2422
465#SYRIA#2442
466#HRIT-SY#2442
467#SYRIA#2444
468#SYRIA-EO13894#2444
469#SYRIA#2445
470#HRIT-SY#2445
471#IRGC#2446
472#IRAN-HR#2446
473#SDGT#2446
474#IFSR#2446
475#FTO#2446
476#FTO#2447
477#SDGT#2447
478#SYRIA#2448
479#SYRIA-EO13894#2448
480#IRAN-TRA#2468
481#SYRIA#2468
482#IRAN-HR#2468
483#SYRIA#2469
484#HRIT-IR#2469
485#IRAN-HR#2469
486#IFSR#2476
487#SDGT#2476
488#IFSR#2477
489#SDGT#2477
490#IFSR#2482
491#IRGC#2482
492#NPWMD#2482
493#SDGT#2482
494#IRGC#2483
495#NPWMD#2483
496#IFSR#2483
497#SDGT#2483
498#IFCA#2483
499#SYRIA#2496
500#SYRIA-EO13894#2496
501#ISA#2508
502#SYRIA#2508
503#FTO#2527
504#SDGT#2527
505#NPWMD#2539
506#IFSR#2539
507#SDGT#2539
508#IFSR#2541
509#IRGC#2541
510#SDGT#2541
511#IFSR#2542
512#IRGC#2542
513#SDGT#2542
514#IFSR#2543
515#IRGC#2543
516#SDGT#2543
517#NPWMD#2546
518#IFSR#2546
519#SDGT#2547
520#IRAN-HR#2547
521#IRGC#2547
522#IFSR#2549
523#NPWMD#2549
524#IFSR#2550
525#NPWMD#2550
526#IFSR#2551
527#NPWMD#2551
528#NPWMD#2552
529#IFSR#2552
530#IFSR#2553
531#NPWMD#2553
532#IFSR#2555
533#NPWMD#2555
534#SDGT#2567
535#SDNTK#2567
536#FTO#2623
537#SDGT#2623
538#SDGT#2629
539#IFSR#2629
540#IRGC#2629
541#SDGT#2630
542#IFSR#2630
543#IRGC#2630
544#SDGT#2631
545#IFSR#2631
546#IRGC#2631
547#SDGT#2632
548#IFSR#2632
549#SDGT#2633
550#IFSR#2633
551#IRGC#2633
552#SDGT#2634
553#IFSR#2634
554#IRGC#2636
555#NPWMD#2636
556#IFSR#2636
557#SDGT#2636
558#IRGC#2637
559#NPWMD#2637
560#IFSR#2637
561#SDGT#2637
562#SDNTK#2639
563#ILLICIT-DRUGS-EO#2639
564#IRAN#2648
565#IRAN-EO13902#2648
566#IRAN#2649
567#IRAN-EO13902#2649
568#IRAN#2650
569#IRAN-EO13902#2650
570#IRAN#2651
571#IRAN-EO13902#2651
572#IRAN#2652
573#IRAN-EO13902#2652
574#IRAN#2654
575#IRAN-EO13902#2654
576#IRAN#2655
577#IFSR#2655
578#NPWMD#2655
579#IRAN#2656
580#IRAN-EO13902#2656
581#IRAN#2657
582#IRAN-EO13902#2657
583#IRAN#2658
584#IRAN-EO13902#2658
585#IRAN#2659
586#IRAN-EO13902#2659
587#IRAN#2660
588#IRAN-EO13902#2660
589#SDNTK#2662
590#ILLICIT-DRUGS-EO#2662
591#SDNTK#2663
592#ILLICIT-DRUGS-EO#2663
593#IFSR#2666
594#NPWMD#2666
595#IFSR#2667
596#NPWMD#2667
597#IFSR#2668
598#NPWMD#2668
599#IFSR#2669
600#NPWMD#2669
601#IFSR#2670
602#NPWMD#2670
603#FTO#2676
604#SDGT#2676
605#SDGT#2723
606#SYRIA#2723
607#IFSR#2733
608#NPWMD#2733
609#SYRIA#2734
610#SDGT#2734
611#IFSR#2734
612#IRGC#2734
613#SDNTK#2747
614#ILLICIT-DRUGS-EO#2747
615#IRAN#2785
616#SDGT#2785
617#IRAN#2818
618#SDGT#2818
619#IFSR#2824
620#NPWMD#2824
621#NPWMD#2825
622#IFSR#2825
623#NPWMD#2826
624#IFSR#2826
625#NPWMD#2827
626#IFSR#2827
627#IFSR#2828
628#NPWMD#2828
629#IFSR#2829
630#NPWMD#2829
631#IRAN#2836
632#IFCA#2836
633#IFSR#2836
634#SDGT#2836
635#NPWMD#2864
636#IFSR#2864
637#NPWMD#2865
638#IFSR#2865
639#SDGT#2942
640#NPWMD#2942
641#IFSR#2942
642#SDGT#2943
643#NPWMD#2943
644#IFSR#2943
645#SDGT#2944
646#NPWMD#2944
647#IFSR#2944
648#SDGT#2945
649#NPWMD#2945
650#IFSR#2945
651#SDGT#2946
652#NPWMD#2946
653#IFSR#2946
654#SDGT#2947
655#NPWMD#2947
656#IFSR#2947
657#SDGT#2948
658#NPWMD#2948
659#IFSR#2948
660#SDGT#2949
661#NPWMD#2949
662#IFSR#2949
663#SDGT#2950
664#NPWMD#2950
665#IFSR#2950
666#SDGT#2951
667#NPWMD#2951
668#IFSR#2951
669#SDGT#2952
670#NPWMD#2952
671#IFSR#2952
672#SDGT#2953
673#NPWMD#2953
674#IFSR#2953
675#SDGT#2954
676#NPWMD#2954
677#IFSR#2954
678#SDGT#2955
679#NPWMD#2955
680#IFSR#2955
681#SDGT#2956
682#NPWMD#2956
683#IFSR#2956
684#SDGT#2957
685#NPWMD#2957
686#IFSR#2957
687#SDGT#2958
688#NPWMD#2958
689#IFSR#2958
690#SDGT#2959
691#NPWMD#2959
692#IFSR#2959
693#SDGT#2960
694#NPWMD#2960
695#IFSR#2960
696#SDGT#2961
697#NPWMD#2961
698#IFSR#2961
699#SDGT#2962
700#NPWMD#2962
701#IFSR#2962
702#SDGT#2964
703#NPWMD#2964
704#IFSR#2964
705#SDGT#2965
706#NPWMD#2965
707#IFSR#2965
708#SDGT#2966
709#NPWMD#2966
710#IFSR#2966
711#SDGT#2967
712#NPWMD#2967
713#IFSR#2967
714#SDGT#2968
715#NPWMD#2968
716#IFSR#2968
717#SDGT#2969
718#NPWMD#2969
719#IFSR#2969
720#SDGT#2970
721#NPWMD#2970
722#IFSR#2970
723#SDGT#2971
724#NPWMD#2971
725#IFSR#2971
726#SDGT#2972
727#NPWMD#2972
728#IFSR#2972
729#SDGT#2973
730#NPWMD#2973
731#IFSR#2973
732#SDGT#2974
733#NPWMD#2974
734#IFSR#2974
735#SDGT#2975
736#NPWMD#2975
737#IFSR#2975
738#SDGT#2976
739#NPWMD#2976
740#IFSR#2976
741#SDGT#2977
742#NPWMD#2977
743#IFSR#2977
744#SDGT#2978
745#NPWMD#2978
746#IFSR#2978
747#SDGT#2979
748#NPWMD#2979
749#IFSR#2979
750#SDGT#2980
751#NPWMD#2980
752#IFSR#2980
753#SDGT#2981
754#NPWMD#2981
755#IFSR#2981
756#SDGT#2982
757#NPWMD#2982
758#IFSR#2982
759#SDGT#2983
760#NPWMD#2983
761#IFSR#2983
762#SDGT#2984
763#FTO#2984
764#NPWMD#2985
765#SYRIA#2985
766#IFSR#2985
767#NPWMD#2986
768#IFSR#2986
769#NPWMD#3009
770#IFSR#3009
771#IRGC#3009
772#SDGT#3009
773#NPWMD#3010
774#IFSR#3010
775#IRGC#3010
776#SDGT#3010
777#NPWMD#3011
778#IRGC#3011
779#IFSR#3011
780#SDGT#3011
781#IFSR#3022
782#IRGC#3022
783#SDGT#3022
784#IFSR#3025
785#NPWMD#3025
786#IFSR#3029
787#NPWMD#3029
788#IFSR#3030
789#NPWMD#3030
790#IFSR#3034
791#NPWMD#3034
792#NPWMD#3046
793#DPRK3#3046
794#NPWMD#3047
795#IFSR#3047
796#SYRIA#3053
797#SDGT#3053
798#IFSR#3053
799#IRGC#3053
800#IFSR#3054
801#IRGC#3054
802#SDGT#3054
803#SYRIA#3054
804#SYRIA#3057
805#SDGT#3057
806#IFSR#3057
807#IRGC#3057
808#SYRIA#3058
809#SDGT#3058
810#IFSR#3058
811#IRGC#3058
812#SYRIA#3059
813#IFSR#3059
814#IRGC#3059
815#SDGT#3059
816#SYRIA#3060
817#IFSR#3060
818#IRGC#3060
819#SDGT#3060
820#SYRIA#3061
821#IFSR#3061
822#IRGC#3061
823#SDGT#3061
824#SYRIA#3062
825#IFSR#3062
826#IRGC#3062
827#SDGT#3062
828#SYRIA#3063
829#IFSR#3063
830#IRGC#3063
831#SDGT#3063
832#SYRIA#3064
833#IFSR#3064
834#IRGC#3064
835#SDGT#3064
836#SYRIA#3065
837#IFSR#3065
838#IRGC#3065
839#SDGT#3065
840#SYRIA#3066
841#IFSR#3066
842#IRGC#3066
843#SDGT#3066
844#IRGC#3067
845#SDGT#3067
846#SYRIA#3067
847#IFSR#3067
848#SYRIA#3068
849#IFSR#3068
850#IRGC#3068
851#SDGT#3068
852#SYRIA#3069
853#IFSR#3069
854#IRGC#3069
855#SDGT#3069
856#IFSR#3071
857#NPWMD#3071
858#IFSR#3072
859#NPWMD#3072
860#IFSR#3073
861#NPWMD#3073
862#IFSR#3074
863#NPWMD#3074
864#IFSR#3075
865#NPWMD#3075
866#LEBANON#3077
867#SDGT#3077
868#NPWMD#3078
869#IFSR#3078
870#IFSR#3081
871#NPWMD#3081
872#IFSR#3084
873#NPWMD#3084
874#IFSR#3085
875#NPWMD#3085
876#IRAN-CON-ARMS-EO#3085
877#IFSR#3086
878#NPWMD#3086
879#IRAN#3136
880#SDGT#3136
881#SYRIA#3149
882#SDGT#3149
883#IFSR#3149
884#IRGC#3149
885#SYRIA#3150
886#SDGT#3150
887#IFSR#3150
888#IRGC#3150
889#SYRIA#3151
890#SDGT#3151
891#IFSR#3151
892#IRGC#3151
893#SYRIA#3152
894#SDGT#3152
895#IFSR#3152
896#IRGC#3152
897#SYRIA#3153
898#SDGT#3153
899#IFSR#3153
900#IRGC#3153
901#SYRIA#3154
902#SDGT#3154
903#IFSR#3154
904#IRGC#3154
905#SYRIA#3155
906#SDGT#3155
907#IFSR#3155
908#IRGC#3155
909#SDGT#3156
910#SYRIA#3156
911#IFSR#3156
912#IRGC#3156
913#SYRIA#3157
914#SDGT#3157
915#IFSR#3157
916#IRGC#3157
917#SYRIA#3158
918#SDGT#3158
919#IFSR#3158
920#IRGC#3158
921#SYRIA#3159
922#SDGT#3159
923#IFSR#3159
924#IRGC#3159
925#SYRIA#3160
926#SDGT#3160
927#IFSR#3160
928#IRGC#3160
929#SYRIA#3161
930#SDGT#3161
931#IFSR#3161
932#IRGC#3161
933#IFSR#3162
934#IRGC#3162
935#SYRIA#3162
936#SDGT#3162
937#IFSR#3163
938#IRGC#3163
939#SYRIA#3163
940#SDGT#3163
941#IFSR#3164
942#IRGC#3164
943#SYRIA#3164
944#SDGT#3164
945#IFSR#3165
946#IRGC#3165
947#SYRIA#3165
948#SDGT#3165
949#IFSR#3166
950#IRGC#3166
951#SYRIA#3166
952#SDGT#3166
953#IFSR#3167
954#IRGC#3167
955#SYRIA#3167
956#SDGT#3167
957#IFSR#3168
958#IRGC#3168
959#SYRIA#3168
960#SDGT#3168
961#IFSR#3169
962#IRGC#3169
963#SYRIA#3169
964#SDGT#3169
965#IFSR#3170
966#IRGC#3170
967#SYRIA#3170
968#SDGT#3170
969#SYRIA#3171
970#SDGT#3171
971#IFSR#3171
972#IRGC#3171
973#DPRK2#3178
974#NPWMD#3178
975#FTO#3202
976#SDGT#3202
977#SDNTK#3218
978#ILLICIT-DRUGS-EO#3218
979#IFSR#3245
980#NPWMD#3245
981#IFSR#3246
982#NPWMD#3246
983#IFSR#3247
984#NPWMD#3247
985#IFSR#3248
986#NPWMD#3248
987#NPWMD#3250
988#IFSR#3250
989#NPWMD#3257
990#IFSR#3257
991#NPWMD#3258
992#IFSR#3258
993#IRAN#3259
994#IFSR#3259
995#NPWMD#3259
996#IRAN#3260
997#IFSR#3260
998#NPWMD#3260
999#IRAN#3261
1000#IFSR#3261
1001#NPWMD#3261
1002#IFSR#3262
1003#IRAN#3262
1004#NPWMD#3262
1005#IFSR#3263
1006#NPWMD#3263
1007#IRAN#3263
1008#NPWMD#3264
1009#IFSR#3264
1010#IRAN#3264
1011#NPWMD#3267
1012#IFSR#3267
1013#IFSR#3272
1014#NPWMD#3272
1015#IFSR#3273
1016#NPWMD#3273
1017#IFSR#3274
1018#NPWMD#3274
1019#IFSR#3275
1020#NPWMD#3275
1021#IFSR#3282
1022#SDGT#3282
1023#IFSR#3283
1024#SDGT#3283
1025#NPWMD#3283
1026#IFSR#3284
1027#SDGT#3284
1028#NPWMD#3284
1029#IFSR#3285
1030#SDGT#3285
1031#IFSR#3286
1032#SDGT#3286
1033#IFSR#3287
1034#SDGT#3287
1035#IFSR#3288
1036#SDGT#3288
1037#IFSR#3289
1038#SDGT#3289
1039#IRAN-HR#3292
1040#IRAN-EO13876#3292
1041#IFSR#3293
1042#SDGT#3293
1043#NPWMD#3293
1044#SDGT#3294
1045#IFSR#3294
1046#NPWMD#3294
1047#IFSR#3295
1048#SDGT#3295
1049#NPWMD#3295
1050#SDGT#3296
1051#IFSR#3296
1052#SDGT#3297
1053#IFSR#3297
1054#IRAN#3299
1055#IRAN-EO13876#3299
1056#IRAN#3301
1057#IRAN-EO13876#3301
1058#IRAN#3305
1059#IRAN-EO13876#3305
1060#IRAN-EO13902#3312
1061#IRAN#3312
1062#IRAN#3324
1063#IRAN-EO13876#3324
1064#IRAN-EO13876#3325
1065#IRAN#3325
1066#IRAN#3326
1067#IRAN-EO13876#3326
1068#IRAN#3336
1069#IRAN-EO13876#3336
1070#FTO#3432
1071#SDGT#3432
1072#FTO#3433
1073#SDGT#3433
1074#NPWMD#3453
1075#IFSR#3453
1076#NPWMD#3454
1077#IFSR#3454
1078#NPWMD#3459
1079#IFSR#3459
1080#NPWMD#3460
1081#IFSR#3460
1082#IFSR#3461
1083#NPWMD#3461
1084#IRAN-CON-ARMS-EO#3461
1085#IFSR#3462
1086#NPWMD#3462
1087#IFSR#3463
1088#NPWMD#3463
1089#NPWMD#3464
1090#IFSR#3464
1091#IFSR#3465
1092#NPWMD#3465
1093#IFSR#3466
1094#NPWMD#3466
1095#NPWMD#3467
1096#IFSR#3467
1097#FTO#3468
1098#SDGT#3468
1099#FTO#3494
1100#SDGT#3494
1101#FTO#3495
1102#SDGT#3495
1103#SDGT#3496
1104#FTO#3496
1105#IFSR#3510
1106#NPWMD#3510
1107#IFSR#3511
1108#NPWMD#3511
1109#NPWMD#3512
1110#IFSR#3512
1111#NPWMD#3513
1112#IFSR#3513
1113#IFSR#3514
1114#NPWMD#3514
1115#NPWMD#3515
1116#IFSR#3515
1117#IFSR#3516
1118#NPWMD#3516
1119#SDGT#3517
1120#IFSR#3517
1121#SDGT#3519
1122#IFSR#3519
1123#IFSR#3522
1124#SDGT#3522
1125#IRGC#3522
1126#IFSR#3523
1127#SDGT#3523
1128#IRGC#3523
1129#SDGT#3525
1130#IFSR#3525
1131#IRGC#3525
1132#SDGT#3526
1133#IFSR#3526
1134#IRGC#3526
1135#UKRAINE-EO13661#3557
1136#RUSSIA-EO14024#3557
1137#UKRAINE-EO13661#3563
1138#RUSSIA-EO14024#3563
1139#RUSSIA-EO14024#3566
1140#UKRAINE-EO13661#3566
1141#UKRAINE-EO13661#3568
1142#RUSSIA-EO14024#3568
1143#UKRAINE-EO13661#3576
1144#RUSSIA-EO14024#3576
1145#UKRAINE-EO13661#3579
1146#RUSSIA-EO14024#3579
1147#RUSSIA-EO14024#3580
1148#UKRAINE-EO13661#3580
1149#UKRAINE-EO13661#3581
1150#ELECTION-EO13848#3581
1151#RUSSIA-EO14024#3583
1152#UKRAINE-EO13661#3583
1153#UKRAINE-EO13661#3584
1154#RUSSIA-EO14024#3584
1155#DRCONGO#3585
1156#FTO#3585
1157#SDGT#3585
1158#RUSSIA-EO14024#3588
1159#UKRAINE-EO13661#3588
1160#UKRAINE-EO13661#3591
1161#RUSSIA-EO14024#3591
1162#FTO#3619
1163#SDGT#3619
1164#RUSSIA-EO14024#3628
1165#UKRAINE-EO13661#3628
1166#RUSSIA-EO14024#3629
1167#UKRAINE-EO13661#3629
1168#RUSSIA-EO14024#3644
1169#UKRAINE-EO13661#3644
1170#NPWMD#3658
1171#IFSR#3658
1172#IFSR#3659
1173#NPWMD#3659
1174#IFSR#3660
1175#NPWMD#3660
1176#IFSR#3661
1177#NPWMD#3661
1178#IFSR#3662
1179#NPWMD#3662
1180#IFSR#3663
1181#NPWMD#3663
1182#IFSR#3664
1183#NPWMD#3664
1184#IFSR#3665
1185#NPWMD#3665
1186#IFSR#3666
1187#NPWMD#3666
1188#IFSR#3667
1189#NPWMD#3667
1190#IFSR#3668
1191#NPWMD#3668
1192#RUSSIA-EO14024#3680
1193#UKRAINE-EO13661#3680
1194#FTO#3698
1195#SDGT#3698
1196#SDGT#3721
1197#SDNTK#3721
1198#UKRAINE-EO13662#3726
1199#RUSSIA-EO14024#3726
1200#UKRAINE-EO13662#3727
1201#RUSSIA-EO14024#3727
1202#UKRAINE-EO13662#3728
1203#RUSSIA-EO14024#3728
1204#RUSSIA-EO14024#3731
1205#UKRAINE-EO13660#3731
1206#RUSSIA-EO14024#3752
1207#UKRAINE-EO13661#3752
1208#SDNTK#3788
1209#SDGT#3788
1210#IRAN#3797
1211#IRAN-EO13902#3797
1212#IRAN#3798
1213#IRAN-EO13902#3798
1214#FTO#3812
1215#SDGT#3812
1216#IFSR#3816
1217#NPWMD#3816
1218#IFSR#3817
1219#NPWMD#3817
1220#IFSR#3819
1221#NPWMD#3819
1222#SDGT#3821
1223#IFSR#3821
1224#IFSR#3822
1225#SDGT#3822
1226#IFSR#3823
1227#SDGT#3823
1228#IFSR#3824
1229#SDGT#3824
1230#SDGT#3825
1231#IFSR#3825
1232#IFSR#3826
1233#NPWMD#3826
1234#IFSR#3827
1235#NPWMD#3827
1236#UKRAINE-EO13660#3902
1237#RUSSIA-EO14024#3902
1238#FSE-SY#3912
1239#SYRIA#3912
1240#FSE-SY#3913
1241#SYRIA#3913
1242#SDNTK#3938
1243#ILLICIT-DRUGS-EO#3938
1244#SDNTK#3941
1245#ILLICIT-DRUGS-EO#3941
1246#IFSR#4022
1247#SDGT#4022
1248#IFSR#4023
1249#SDGT#4023
1250#IFSR#4024
1251#SDGT#4024
1252#IFSR#4025
1253#SDGT#4025
1254#NPWMD#4025
1255#IFSR#4026
1256#SDGT#4026
1257#NPWMD#4026
1258#IFSR#4027
1259#SDGT#4027
1260#NPWMD#4027
1261#IFSR#4028
1262#SDGT#4028
1263#NPWMD#4028
1264#IFSR#4029
1265#SDGT#4029
1266#NPWMD#4029
1267#IFSR#4030
1268#SDGT#4030
1269#NPWMD#4030
1270#IFSR#4031
